Results:		
Total: 7532 
True: 1166 
False: 6366

15% accuracy, obviously because model0 was trained only on =>('alt.atheism', 'sci.space', 'comp.graphics', 'talk.religion.misc',)

categories =[
 'alt.atheism',
 'sci.space',
 'comp.graphics',
 'talk.religion.misc',
 
 'comp.os.ms-windows.misc',
 'comp.sys.ibm.pc.hardware',
 'comp.sys.mac.hardware',
 'comp.windows.x',
 'misc.forsale',
 'rec.autos',
 'rec.motorcycles',
 'rec.sport.baseball',
 'rec.sport.hockey',
 'sci.crypt',
 'sci.electronics',
 'sci.med',
 'soc.religion.christian',
 'talk.politics.guns',
 'talk.politics.mideast',
 'talk.politics.misc',
 
 
 ]


ID,TAG_WEIGHT,TAG_RETURNED,TAG_EXPECTED,OUTCOME,OUTCOME_HFQ_REMOVED,TAG_RETURNED_HFQ_REMOVED,TAG_WEIGHT_HFQ_REMOVED
0,59.983880709983694,sci.space,rec.autos,False,False,sci.space,42.14245762249978
1,71.68180973198734,comp.graphics,comp.windows.x,False,False,comp.graphics,44.35920463251881
2,37.544312756341064,alt.atheism,alt.atheism,True,False,talk.religion.misc,1.4385965219784735
3,630.7655469194447,sci.space,talk.politics.mideast,False,False,alt.atheism,427.4412626961271
4,85.98082142026405,alt.atheism,talk.religion.misc,False,False,alt.atheism,5.1559598803171225
5,490.2707150736599,alt.atheism,sci.med,False,False,alt.atheism,241.7214590831179
6,6.58152727590749,sci.space,soc.religion.christian,False,False,alt.atheism,4.8914521819528405
7,59.94972473498449,comp.graphics,soc.religion.christian,False,False,comp.graphics,44.245716163349236
8,34.851558019770465,comp.graphics,comp.windows.x,False,False,comp.graphics,24.90914199164353
9,103.20993132931251,comp.graphics,comp.graphics,True,True,comp.graphics,62.16902037787582
10,57.60248350074752,comp.graphics,comp.os.ms-windows.misc,False,False,comp.graphics,20.4014752616214
11,72.72502775692001,comp.graphics,comp.windows.x,False,False,comp.graphics,50.52585141710282
12,142.03854929401413,sci.space,talk.politics.mideast,False,False,alt.atheism,38.636827914213505
13,72.73740019360876,sci.space,rec.motorcycles,False,False,sci.space,11.195511035913407
14,639.3730771822362,alt.atheism,alt.atheism,True,True,alt.atheism,254.7873798360376
15,321.7107885906047,comp.graphics,comp.os.ms-windows.misc,False,False,comp.graphics,128.5640019132515
16,67.51227828325324,comp.graphics,comp.sys.mac.hardware,False,False,comp.graphics,50.56292163471004
17,48.56980638962496,comp.graphics,comp.graphics,True,True,comp.graphics,6.786723757648762
18,92.71724968128187,sci.space,misc.forsale,False,False,sci.space,65.39510418393813
19,34.41295749858035,sci.space,talk.politics.guns,False,False,sci.space,15.233699329807141
20,479.6691530354233,comp.graphics,comp.graphics,True,True,comp.graphics,450.84938808236916
21,22.922234130006046,comp.graphics,misc.forsale,False,False,comp.graphics,12.216122420641698
22,437.89674683568535,alt.atheism,talk.politics.mideast,False,False,alt.atheism,266.1451490009405
23,69.28043676748698,sci.space,sci.space,True,True,sci.space,19.9776125868238
24,207.86021043296998,comp.graphics,comp.sys.ibm.pc.hardware,False,False,comp.graphics,24.68952412863399
25,148.30015987703882,comp.graphics,sci.med,False,False,comp.graphics,81.13941182658051
26,163.75271836573125,comp.graphics,sci.crypt,False,False,comp.graphics,67.25420837005473
27,64.03848816095243,sci.space,rec.autos,False,False,sci.space,43.23855661031434
28,232.34333057771522,sci.space,rec.autos,False,False,sci.space,202.79811317855228
29,123.5675233523001,sci.space,comp.sys.ibm.pc.hardware,False,False,sci.space,14.238686035542472
30,60.086894644471904,comp.graphics,comp.windows.x,False,False,comp.graphics,31.206353724371386
31,90.57700334913626,comp.graphics,comp.windows.x,False,False,comp.graphics,47.37109082293583
32,47.2650506760561,comp.graphics,comp.sys.mac.hardware,False,False,comp.graphics,25.71009907704439
33,42.72353668393315,comp.graphics,comp.sys.ibm.pc.hardware,False,False,comp.graphics,34.4796394067159
34,994.2005112028569,sci.space,sci.space,True,True,sci.space,775.3712442963749
35,79.45957494642525,comp.graphics,comp.graphics,True,True,comp.graphics,39.7338516270985
36,147.44206079014805,sci.space,rec.sport.baseball,False,False,sci.space,113.36969939396906
37,26.217195303548866,comp.graphics,comp.sys.mac.hardware,False,False,comp.graphics,12.840297481035456
38,30.458309131220062,comp.graphics,misc.forsale,False,False,comp.graphics,8.198460626482685
39,75.66526273755102,comp.graphics,comp.graphics,True,True,comp.graphics,51.95886716520932
40,271.88099848696686,sci.space,talk.politics.mideast,False,False,alt.atheism,227.10739340178364
41,38.2122149762557,comp.graphics,comp.os.ms-windows.misc,False,False,comp.graphics,6.420161499519518
42,76.25438721784556,comp.graphics,rec.motorcycles,False,False,alt.atheism,11.772424600196157
43,28.362278893023607,comp.graphics,comp.graphics,True,True,comp.graphics,13.747349154425784
44,99.59095772052586,sci.space,sci.crypt,False,False,sci.space,40.86493717992734
45,54.57032107530302,comp.graphics,comp.graphics,True,True,comp.graphics,29.822573147725606
46,228.2111983911284,sci.space,sci.space,True,True,sci.space,87.23275373319066
47,169.8171125460335,comp.graphics,comp.sys.ibm.pc.hardware,False,False,sci.space,5.9581232360192695
48,76.36079674002971,comp.graphics,sci.crypt,False,False,comp.graphics,33.475450571517406
49,202.44877625950562,comp.graphics,alt.atheism,False,False,sci.space,103.85980734737178
50,82.04707578145238,sci.space,rec.motorcycles,False,False,comp.graphics,43.42902080197852
51,110.69895782707816,sci.space,rec.motorcycles,False,False,sci.space,21.1453067474453
52,42.76389813102826,talk.religion.misc,sci.med,False,False,talk.religion.misc,24.51531808336606
53,452.8355414043802,sci.space,rec.sport.baseball,False,False,sci.space,312.721303412692
54,16.047794782689156,comp.graphics,comp.graphics,True,True,comp.graphics,2.761687848611369
55,45.57258766671802,talk.religion.misc,comp.os.ms-windows.misc,False,False,talk.religion.misc,18.845278169698545
56,139.43050338621347,comp.graphics,rec.sport.hockey,False,False,comp.graphics,62.23063887962053
57,206.71296435756958,alt.atheism,talk.politics.mideast,False,False,alt.atheism,82.78804881139874
